id,name,topicId
4621,Versatile Nature of Carbon,5387
4622,Versatile Nature of Carbon - Saturated and unsaturated carbon compounds,5387
4623,"Versatile Nature of Carbon - Chains, Branches and Rings",5387
4624,Versatile Nature of Carbon - Will you be my friend?,5387
4625,Versatile Nature of Carbon - Homologous series,5387
4626,Versatile Nature of Carbon - Nomenclature of carbon compounds,5387
4627,Chemical Properties of Carbon Compounds,5387
4628,Chemical Properties of Carbon Compounds - Combustion,5387
4629,Chemical Properties of Carbon Compounds - Oxidation,5387
4630,Chemical Properties of Carbon Compounds - Addition reaction,5387
4631,Chemical Properties of Carbon Compounds - Substitution reaction,5387
4632,Some Important Carbon Compounds - Ethanol and Ethanoic Acid,5387
4633,Some Important Carbon Compounds - Ethanol and Ethanoic Acid - Properties of ethanol,5387
4634,Some Important Carbon Compounds - Ethanol and Ethanoic Acid - Properties of ethanoic acid,5387
4635,Soaps and Detergents,5387
4636,What are Life Processes?,5345
4637,Nutrition,5345
4638,Nutrition - Autotrophic nutrition,5345
4639,Nutrition - Heterotrophic nutrition,5345
4640,Nutrition - How do organisms obtain their nutrition?,5345
4641,Nutrition - Nutrition in human beings,5345
4642,Respiration,5345
4643,Transportation,5345
4644,Transportation - Transportation in human beings,5345
4645,Transportation - Transportation in plants,5345
4646,Excretion,5345
4647,Excretion - Excretion in human beings,5345
4648,Excretion - Excretion in plants,5345
4649,Animals - Nervous System,5346
4650,Animals - Nervous System - What happens in reflex actions?,5346
4651,Animals - Nervous System - Human brain,5346
4652,Animals - Nervous System - How are these tissues protected?,5346
4653,Animals - Nervous System - How does the nervous tissue cause action?,5346
4654,Coordination in Plants,5346
4655,Coordination in Plants - Immediate response to stimulus,5346
4656,Coordination in Plants - Movement due to growth,5346
4657,Hormones in Animals,5346
4658,Do Organisms Create Exact Copies of Themselves?,5347
4659,Do Organisms Create Exact Copies of Themselves? - The importance of variation,5347
4660,Do Organisms Create Exact Copies of Themselves? - Modes of Reproduction Used by Single Organisms,5347
4793,Mechanism of Breathing,709
4661,Do Organisms Create Exact Copies of Themselves? - Fission,5347
4662,Do Organisms Create Exact Copies of Themselves? - Fragmentation,5347
4663,Do Organisms Create Exact Copies of Themselves? - Regeneration,5347
4664,Do Organisms Create Exact Copies of Themselves? - Budding,5347
4665,Do Organisms Create Exact Copies of Themselves? - Vegetative Propagation,5347
4666,Do Organisms Create Exact Copies of Themselves? - Spore Formation,5347
4667,Sexual Reproduction,5347
4668,Sexual Reproduction - Why the sexual mode of reproduction?,5347
4669,Sexual Reproduction - Sexual reproduction in flowering plants,5347
4670,Sexual Reproduction - Reproduction in human beings,5347
4671,Sexual Reproduction - Male reproductive system,5347
4672,Sexual Reproduction - Female reproductive system,5347
4673,Sexual Reproduction - What happens when the egg is not fertilised?,5347
4674,Sexual Reproduction - Reproductive health,5347
4675,Accumulation of Variation During Reproduction,5348
4676,Heredity,5348
4677,Heredity - Inherited traits,5348
4678,Heredity - Rules for the inheritance of traits - Mendel's contributions,5348
4679,Heredity - How do these traits get expressed?,5348
4680,Heredity - Sex determination,5348
4681,Reflection of Light,5360
4682,Spherical Mirrors,5360
4683,Spherical Mirrors - Image formation by spherical mirrors,5360
4684,Spherical Mirrors - Representation of images formed by spherical mirrors using ray diagrams,5360
4685,Spherical Mirrors - Sign convention for reflection by spherical mirrors,5360
4686,Spherical Mirrors - Mirror formula and magnification,5360
4687,Refraction of Light,5360
4688,Refraction of Light - Refraction through a rectangular glass slab,5360
4689,Refraction of Light - The refractive index,5360
4690,Refraction of Light - Refractive by spherical lenses,5360
4691,Refraction of Light - Image formation by lenses,5360
4692,Refraction of Light - Image formation in lenses using ray diagrams,5360
4693,Refraction of Light - Sign convention for spherical lenses,5360
4694,Refraction of Light - Lens formula and magnification,5360
4695,Refraction of Light - Power of a lens,5360
4696,The Human Eye,5361
4697,The Human Eye - Power of accommodation,5361
4698,Deffects of vision and their correction,5361
4699,Refraction of Light Through a Prism,5361
4700,Dispersion of White Light by a Glass Prism,5361
4701,Atmospheric Refraction,5361
4702,Scattering of Light,5361
4703,Scattering of Light - Tyndall effect,5361
4704,Scattering of Light - Why is the colour of the clear sky blue?,5361
4705,Electric Current and Circuit,5362
4706,Electric Potential and Potential Difference,5362
4707,Circuit Diagram,5362
4708,Ohm's Law,5362
4709,Factors on Which The Resistance of a Conductor Depends,5362
4710,Resistance of a System of Resistors,5362
4711,Resistance of a System of Resistors - Resistors in series,5362
4712,Resistance of a System of Resistors - Resistors in parallel,5362
4713,Heating Effect of Electric Current,5362
4714,Heating Effect of Electric Current - Practical applications of heating effect of electric current,5362
4715,Electric Power,5362
4716,Magnetic Field and Field Lines,5363
4717,Magnetic Field Due to a Current-Carrying Conductor,5363
4718,Magnetic Field Due to a Current-Carrying Conductor - Magnetic Field due to a current through a straight conductor,5363
4719,Magnetic Field Due to a Current-Carrying Conductor - Right-hand thumb rule,5363
4720,Magnetic Field Due to a Current-Carrying Conductor - Magnetic field due to a current through a circular loop,5363
4721,Magnetic Field Due to a Current-Carrying Conductor - Magnetic field due to a current in a solenoid,5363
4722,Force on a Current-Carrying Conductor in a Magnetic Field,5363
4723,Domestic Electric Circuits,5363
4724,Eco-System - What are its Components?,5350
4725,Eco-System - What are its Components? - Food Chains and Webs,5350
4726,How do Our Activities Affects The Environment?,5350
4727,How do Our Activities Affects The Environment? - Ozone layer and how it is getting depleted,5350
4728,How do Our Activities Affects The Environment? - Managing the garbage we produce,5350
4760,Common Diseases in Humans,719
4826,ECOSYSTEM – STRUCTURE AND FUNCTION,642
4827,The Respiratory Balance Sheet,633
4828,Summary,714
4859,Chromosomal Disorders,636
4860,Biological Evolution,718
4861,Summary,718
4892,Mechanism of Evolution,718
4925,Alimentary Canal,708
1132,"Differentiation, Dedifferentiation and Redifferentiation",634
4958,Principles of Biotechnology,639
4991,Function of the tubules,711
1108,Natural Selection,718
5024,Summary,637
240,Introduction  and Physical Properties ,668
5057,Detection of Cations,11641
5058,Detection of Anions,11641
5059,Detection of extra elements,11641
5060,Detection of the functional groups,11641
5061,Preparation of the Organic and Inorganic compounds,11641
5062,The chemistry involved in the titrimetric exercises,11641
5063,Chemical principles involved in the  experiments,11641
5123,Calorimetry,11641
5090,Dengue,719
5156,Chikungunya,719
5189,What is Adaptive Radiation,718
5222,Biodiversity,643
602,Cockroach: Intro & External Morphology,707
603,Cockroach: Head & Mouth Parts,707
614,Cockroach: Female Reproductive System,707
5255,RNA world,637
1054,Millimole/Equivalent Concept,645
948,Plant Tissue Culture,640
